,title,company,location,salary,post_date,career_level,qualification,experience,job_type,industry
3814,Data Scientist [Big Data (AI) Project] - Major Bank ,IT Solutions Ltd.,,Salary provided,Posted on 27 Mar 2021,Not Specified,Degree,2 years,Full Time,Information Technology
3815,Java & Web Programmer - Government Department [Salary: $35K+],IT Solutions Ltd.,Wan Chai,Salary provided,Posted on 27 Mar 2021,Entry Level,Non-Degree Tertiary,2 years,Full Time,Information Technology
3816,Software Developer- Part Time ,Glory Star Group Limited,Yau Ma Tei,Salary provided,Posted on 27 Mar 2021,Entry Level,Not Specified,N/A,"Contract, Internship, Part Time",Electronics / Electrical Equipment
3817,Sales Consultant| Base salary + Quarterly Bonus | Open to fresh grad / Change field,Venturenix Limited,Sheung Wan,Salary provided,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,Permanent,Information Technology (IT) > Application Specialist - Software
3818,Frontend Developer (Website),萬友富士自動販賣機有限公司,Hung Hom,Salary provided,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Others
3819,Digital Releases and Services Manager (eCommerce Asia),A.S. Watson Retail (HK) Limited,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Wholesale / Retail
3820,Digital Solutions Architect,A.S. Watson Retail (HK) Limited,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Senior,Degree,10 years,"Full Time, Permanent","Information Technology (IT) > Software Development, E-commerce > Software Development"
3821,System Analyst (Mobile Application),A.S. Watson Retail (HK) Limited,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Wholesale / Retail
3822,Senior IT Business Analyst ,BGC Group (HK) Limited,Central & Western Area,Base salary + high commission,Posted on 27 Mar 2021,Middle,Matriculated,5 years,"Full Time, Permanent",Human Resources Management / Consultancy
3823,Senior Automation Tester / Senior UAT Tester,BGC Group (HK) Limited,Causeway Bay,Salary provided,Posted on 27 Mar 2021,Middle,Degree,2 years,"Full Time, Permanent",Information Technology
3824,Analyst Programmer / Senior Analyst Programmer (C#.Net / ASP.Net),BGC Group (HK) Limited,Kwun Tong Area,"HK$20,000 - HK$45,000 /month (negotiable)",Posted on 27 Mar 2021,Entry Level,Matriculated,1 year,"Full Time, Permanent",Information Technology
3825,Senior Web Developer / Analyst Programmer,BGC Group (HK) Limited,Tsim Sha Tsui,"HK$25,000 - HK$35,000 /month (negotiable)",Posted on 27 Mar 2021,Middle,Matriculated,1 year,"Full Time, Permanent",Information Technology
3826,Cloud Data Protection & DraaS - Product & Process Research & development engineer,Cloud Ocean Technology Company,Wong Tai Sin Area,Salary negotiable,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
3827,Analyst Programmer / System Analyst (Java / J2EE),BGC Group (HK) Limited,Central & Western Area,"HK$35,000 - HK$45,000 /month (negotiable)",Posted on 27 Mar 2021,Middle,Matriculated,1 year,"Full Time, Permanent",Information Technology
3828,Mobile Application Developer (Native Android / Native IOS),BGC Group (HK) Limited,Lai Chi Kok,Salary provided,Posted on 27 Mar 2021,Middle,Non-Degree Tertiary,1 year,"Full Time, Permanent",Information Technology
3829,Infrastructure Engineer (Juniors are also welcome),BGC Group (HK) Limited,Central & Western Area,Salary provided,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Information Technology
3830,Junior Programmer / Developer (Welcome Fresh Graduate),BGC Group (HK) Limited,Admiralty,Salary provided,Posted on 27 Mar 2021,Entry Level,Not Specified,Not Specified,"Full Time, Permanent",Information Technology
3831,Senior QA Specialist/ QA Specialist (eCom web and App),A.S. Watson Retail (HK) Limited,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Wholesale / Retail
3832,System Analyst / Analyst Programmer (eCommerce system),A.S. Watson Retail (HK) Limited,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Middle,Degree,5 years,"Full Time, Permanent",Wholesale / Retail
3833,Assistant Betting Incident Manager,The Hong Kong Jockey Club,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Senior,Not Specified,7 years,Full Time,"Sales, CS & Business Devpt > Business Development, Sales, CS & Business Devpt > Customer Service - Supervisor / Officer, Information Technology (IT) > Network & System"
3834, Business Analyst - IT Project,Ai Pu Jing Software Technology (Hong Kong) Co Ltd,Kowloon Bay,Salary provided,Posted on 26 Mar 2021,Entry Level,Non-Degree Tertiary,2 years,Full Time,Information Technology
3835,"System Analyst / Senior Java Developer ( Spring Boot, Spring Cloud, AWS, CI/CD ) ( Up to 50k )",Osmium Consulting Group Limited,,Salary negotiable,Posted on 28 Mar 2021,Middle,Not Specified,1 year,"Full Time, Permanent",Information Technology
3836,Customer Analysis Support Manager (Due Diligence),The Hong Kong Jockey Club,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Middle,Degree,7 years,Full Time,"Banking / Finance > Credit Analysis / Approval, Information Technology (IT) > Product Management / Business Analyst, Banking / Finance > Risk Management"
3837,System Engineer / Software Support Engineer,Giesecke & Devrient Asia Pacific Ltd,Causeway Bay,Salary negotiable,Posted on 26 Mar 2021,Entry Level,Degree,N/A,"Full Time, Permanent",Industrial Machinery / Automation Equipment
3838,IT Support Officer,CTF Education Group Limited,Wan Chai,Salary provided,Posted on 25 Mar 2021,Entry Level,Not Specified,Not Specified,Full Time,Information Technology (IT) > Support
3839,Mobile Developer (iOS/ Android) - Fresh Graduate are Welcome,Osmium Consulting Group Limited,,Salary provided,Posted on 28 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Information Technology
3840,IT Service Officer,Dah Chong Hong (Motor Service Centre) Limited,Tsing Yi,Salary provided,Posted on 25 Mar 2021,Entry Level,Non-Degree Tertiary,2 years,Full Time,Mixed Industry Group
3841,Part-time/Full-time Data Clerk,"Alvanon HK, Ltd",Kwai Hing,Salary negotiable,Posted on 25 Mar 2021,Entry Level,School Certificate,Not Specified,"Full Time, Permanent",Clothing / Garment / Textile
3842,Business Analyst / Project Manager (30k - 50k),Betterment Asia Limited,Others,Salary provided,Posted on 28 Mar 2021,Middle,Degree,5 years,Full Time,"Information Technology (IT) > IT Project Management / Team Lead, Information Technology (IT) > Product Management / Business Analyst"
3843,System Analyst/ Analyst Programmer/ IT Engineer  X 3(Top Urgent ) ,P & A Consultant Limited,Tsuen Wan Area,Salary provided,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Human Resources Management / Consultancy
3844,"Senior System Analyst (Data Warehouse, Analytics & Reporting Dashboard, C#, Net)",Attivo Consulting Limited,,Salary provided,Posted on 28 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Human Resources Management / Consultancy
3845,Senior Technical Support,Chevalier Group - Corporate Office,,Posted on 26 Mar 2021,Posted on 26 Mar 2021,Middle,Non-Degree Tertiary,3 years,"Full Time, Permanent",Mixed Industry Group
3846,Senior Programmer / Programmer (Information Technology) ($22k for Fresh Graduate),Hong Kong Television Network Limited,Tseung Kwan O,Salary provided,Posted on 25 Mar 2021,Entry Level,Degree,N/A,"Full Time, Permanent",Others
3847,"Sales Specialist, Cybersecurity",Macroview Telecom Limited,Quarry Bay,Salary negotiable,Posted on 27 Mar 2021,Entry Level,Degree,5 years,"Full Time, Permanent",Information Technology
3848,Consulting – Enterprise Risk (GRC Technology Implementation) – Senior Associate/Manager,EY,Central,Salary negotiable,Posted on 27 Mar 2021,Senior,Degree,3 years,Full Time,"Professional Services > Business Consultancy, Information Technology (IT) > IT Auditing, Information Technology (IT) > Security"
3849,Web Master / Cloud Collaboration Specialist,Hong Kong Housing Society,,Salary negotiable,Posted on 27 Mar 2021,Not Specified,Degree,5 years,"Full Time, Permanent","Information Technology (IT) > IT - Webmaster / SEO, Information Technology (IT) > Network & System"
3850,Finance Expert – FP&A Focus,IVC Solutions Limited,,Salary provided,Posted on 28 Mar 2021,Middle,Postgraduate,2 years,"Full Time, Permanent",Information Technology
3851,IT Coordinator/System Admin,Robert Walters (HK),,"HK$55,000 - HK$120,000 /month ",Posted on 26 Mar 2021,Middle,Degree,N/A,"Full Time, Permanent","Information Technology (IT), Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > Software Development"
3852,Technical Analyst - Office Intelligence Solution / Infrastructure,Orient Overseas Container Line Ltd (OOCL),Shatin Area,Salary negotiable,Posted on 27 Mar 2021,Entry Level,Degree,N/A,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping
3853,Cloud Data Protection & DraaS - Product & Process Research & development engineer,Cloud Ocean Technology Company,Wong Tai Sin Area,Salary negotiable,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
3854,Administration Officer,Landray Growth Software (HK) Limited,Lai Chi Kok,Salary provided,Posted on 26 Mar 2021,Middle,Non-Degree Tertiary,2 years,Full Time,Information Technology
3855,BIM Manager/ BIM Coordinator,Hong Kong RFID Limited,Shatin Area,Salary negotiable,Posted on 27 Mar 2021,Middle,Non-Degree Tertiary,3 years,"Full Time, Permanent",Architecture / Building / Construction
3856,"Analyst Programmer (Java, Web) Up to $44K",CL Technical Services Ltd.,Wan Chai,Salary provided,Posted on 28 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
3857,IT Support/Assistant,Luk Fook Financial Services Limited,Sheung Wan,Salary provided,Posted on 25 Mar 2021,Entry Level,Non-Degree Tertiary,2 years,"Full Time, Permanent",Financial Services
3858,Senior System Analyst / System Analyst - Application Support (Contract),Hong Kong Baptist Hospital,Kowloon City,Salary provided,Posted on 26 Mar 2021,Senior,Degree,10 years,"Contract, Full Time","Information Technology (IT) > IT Project Management / Team Lead, Information Technology (IT) > Support, Information Technology (IT) > Network & System"
3859,IT Support (Fresh graduate is welcome),EIDEALINK LIMITED,Yau Ma Tei,Salary provided,Posted on 26 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
3860,System Analyst (Mobile Application),A.S. Watson Retail (HK) Limited,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Wholesale / Retail
3861,Assistant Betting Systems Implementation Manager - UAT Focus (1-year contract),The Hong Kong Jockey Club,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Middle,Degree,7 years,Temporary,"Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > Software Development, Information Technology (IT) > Testing / QA"
3862,IT Infrastructure Specialist,Kim Eng Securities (HK) Ltd,Causeway Bay,Salary negotiable,Posted on 25 Mar 2021,Middle,Degree,3 years,"Full Time, Permanent",Financial Services
3863,Assistant Betting Systems Implementation Manager - UAT Focus (1-year contract),The Hong Kong Jockey Club,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Middle,Degree,7 years,Temporary,"Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > Software Development, Information Technology (IT) > Testing / QA"
3864,Customer Analysis Support Manager (Due Diligence),The Hong Kong Jockey Club,Shatin Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Middle,Degree,7 years,Full Time,"Banking / Finance > Credit Analysis / Approval, Information Technology (IT) > Product Management / Business Analyst, Banking / Finance > Risk Management"
3865,Head of Information Technology,Hong Kong Cancer Fund,Central,Salary negotiable,Posted on 27 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Charity / Social Services / Non-Profit Organisation
3866,Senior Electronic Engineer,Sky Manufacturing Services Limited,Wong Tai Sin Area,Salary negotiable,Posted on 27 Mar 2021,Middle,Degree,10 years,Full Time,Engineering - Electrical / Electronic / Mechanical
3867,Term Officer (IT) Ref. no : O/PEAK/TERM_OFF(IT)/01/21,Vocational Training Council,Central & Western Area,Posted on 27 Mar 2021,Posted on 27 Mar 2021,Entry Level,Degree,2 years,Full Time,"Information Technology (IT) > Support, Information Technology (IT) > Software Development, Information Technology (IT) > Others"
3868, Analyst Programmer / Developer (Enterprise Solution),IVC Solutions Limited,,Salary negotiable,Posted on 27 Mar 2021,Middle,Degree,2 years,"Full Time, Permanent",Information Technology
3869,SALES ENGINEER,Honlax Technologies Ltd,Kwun Tong,Salary negotiable,Posted on 27 Mar 2021,Middle,Non-Degree Tertiary,1 year,Full Time,Engineering - Electrical / Electronic / Mechanical
3870,"IT Engineer, SI  $24K",Same Page Recruitment Co,Kwun Tong Area,Salary provided,Posted on 26 Mar 2021,Entry Level,Non-Degree Tertiary,2 years,"Full Time, Permanent",Information Technology
3871,Programmer,Same Page Recruitment Co,Tuen Mun Area,Salary negotiable,Posted on 26 Mar 2021,Entry Level,Degree,1 year,"Full Time, Permanent",Information Technology
3872,Infra Engineer $35K,Same Page Recruitment Co,Kwun Tong Area,"HK$30,000 - HK$35,000 /month ",Posted on 26 Mar 2021,Middle,Degree,5 years,"Full Time, Permanent",Information Technology
3873,PHP Web Developer / Web Programmer (Front-end),Digit Pepper Limited,Chai Wan,Salary negotiable,Posted on 26 Mar 2021,Middle,Non-Degree Tertiary,1 year,Full Time,Advertising / Public Relations / Marketing Services
3874,Web Programmer,The Beauty Company Limited,Shatin Area,Salary negotiable,Posted on 26 Mar 2021,Entry Level,Non-Degree Tertiary,2 years,Full Time,Health & Beauty Care
3875,IT Engineering Trainee (new technology) - Leading Banking Group ,Cornerstone Global Partners,Central & Western Area,Salary provided,Posted on 26 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
3876,SENIOR BUSINESS ANALYST,Henderson Land Development Company Limited,Central,Salary provided,Posted on 26 Mar 2021,Middle,Degree,7 years,"Full Time, Permanent",Property Development
3877,Full Stack Web Developer/ React Developer,Alphastark Limited,Tai Po Area,"HK$14,000 - HK$20,000 /month ",Posted on 26 Mar 2021,Entry Level,Not Specified,N/A,Full Time,"Information Technology (IT) > Support, Information Technology (IT) > Software Development"
3878,Platform Engineer,Nigel Frank International,,"HK$45,000 - HK$55,000 /month (negotiable)",Posted on 26 Mar 2021,Middle,Degree,5 years,"Full Time, Permanent","Information Technology (IT), Information Technology (IT) > IT Project Management / Team Lead, Information Technology (IT) > Network & System"
